instance,jobs,pivot,neighborhood,init,seed,completion,time
./instances/Benchmarks/ta051,50,VND1,,srz,0,128822,0.374155
./instances/Benchmarks/ta051,50,VND2,,srz,0,129181,0.266794
./instances/Benchmarks/ta052,50,VND1,,srz,0,122098,0.335351
./instances/Benchmarks/ta052,50,VND2,,srz,0,121867,0.267311
./instances/Benchmarks/ta053,50,VND1,,srz,0,120823,0.212688
./instances/Benchmarks/ta053,50,VND2,,srz,0,120083,0.192392
./instances/Benchmarks/ta054,50,VND1,,srz,0,124051,0.362407
./instances/Benchmarks/ta054,50,VND2,,srz,0,123568,0.359989
./instances/Benchmarks/ta055,50,VND1,,srz,0,121945,0.314946
./instances/Benchmarks/ta055,50,VND2,,srz,0,121350,0.445057
./instances/Benchmarks/ta056,50,VND1,,srz,0,123859,0.347944
./instances/Benchmarks/ta056,50,VND2,,srz,0,123261,0.471303
./instances/Benchmarks/ta057,50,VND1,,srz,0,126382,0.150705
./instances/Benchmarks/ta057,50,VND2,,srz,0,125894,0.229214
./instances/Benchmarks/ta058,50,VND1,,srz,0,125696,0.447493
./instances/Benchmarks/ta058,50,VND2,,srz,0,127565,0.220844
./instances/Benchmarks/ta059,50,VND1,,srz,0,125803,0.284778
./instances/Benchmarks/ta059,50,VND2,,srz,0,125330,0.179876
./instances/Benchmarks/ta060,50,VND1,,srz,0,127590,0.331728
./instances/Benchmarks/ta060,50,VND2,,srz,0,127515,0.315542
./instances/Benchmarks/ta081,100,VND1,,srz,0,375291,7.606413
./instances/Benchmarks/ta081,100,VND2,,srz,0,377910,6.173467
./instances/Benchmarks/ta082,100,VND1,,srz,0,382970,5.023510
./instances/Benchmarks/ta082,100,VND2,,srz,0,383816,5.344225
./instances/Benchmarks/ta083,100,VND1,,srz,0,378960,6.249813
./instances/Benchmarks/ta083,100,VND2,,srz,0,380143,4.360294
./instances/Benchmarks/ta084,100,VND1,,srz,0,386268,4.043124
./instances/Benchmarks/ta084,100,VND2,,srz,0,384398,5.300837
./instances/Benchmarks/ta085,100,VND1,,srz,0,381245,3.736231
./instances/Benchmarks/ta085,100,VND2,,srz,0,382083,3.570716
./instances/Benchmarks/ta086,100,VND1,,srz,0,383931,6.046493
./instances/Benchmarks/ta086,100,VND2,,srz,0,385060,7.768488
./instances/Benchmarks/ta087,100,VND1,,srz,0,387121,6.469221
./instances/Benchmarks/ta087,100,VND2,,srz,0,386182,7.723095
./instances/Benchmarks/ta088,100,VND1,,srz,0,399796,3.387207
./instances/Benchmarks/ta088,100,VND2,,srz,0,396967,4.124772
./instances/Benchmarks/ta089,100,VND1,,srz,0,387434,3.732780
./instances/Benchmarks/ta089,100,VND2,,srz,0,388151,3.657567
./instances/Benchmarks/ta090,100,VND1,,srz,0,393352,5.685043
./instances/Benchmarks/ta090,100,VND2,,srz,0,390687,8.984218
./instances/Benchmarks/ta101,200,VND1,,srz,0,1252925,92.664694
./instances/Benchmarks/ta101,200,VND2,,srz,0,1257726,104.552787
./instances/Benchmarks/ta102,200,VND1,,srz,0,1269350,94.360247
./instances/Benchmarks/ta102,200,VND2,,srz,0,1275756,91.938073
./instances/Benchmarks/ta103,200,VND1,,srz,0,1287075,107.085284
./instances/Benchmarks/ta103,200,VND2,,srz,0,1301737,107.297727
./instances/Benchmarks/ta104,200,VND1,,srz,0,1271084,72.222208
./instances/Benchmarks/ta104,200,VND2,,srz,0,1270930,44.792987
./instances/Benchmarks/ta105,200,VND1,,srz,0,1248746,68.381657
./instances/Benchmarks/ta105,200,VND2,,srz,0,1256595,75.378452
./instances/Benchmarks/ta106,200,VND1,,srz,0,1253510,92.821927
./instances/Benchmarks/ta106,200,VND2,,srz,0,1267580,105.587112
./instances/Benchmarks/ta107,200,VND1,,srz,0,1266785,104.600692
./instances/Benchmarks/ta107,200,VND2,,srz,0,1272713,105.869573
./instances/Benchmarks/ta108,200,VND1,,srz,0,1265068,90.941161
./instances/Benchmarks/ta108,200,VND2,,srz,0,1265941,103.274583
./instances/Benchmarks/ta109,200,VND1,,srz,0,1256492,66.976480
./instances/Benchmarks/ta109,200,VND2,,srz,0,1257789,118.314499
./instances/Benchmarks/ta110,200,VND1,,srz,0,1280600,77.114081
./instances/Benchmarks/ta110,200,VND2,,srz,0,1277002,73.926361
